,Iteration,Fitness,Time,State,pop_size,keep_pct,max_iters,Population Size,Keep Percent
147,8,20.0,0.5712555000000066,[1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1.],400,0.4,512,400,0.4
148,16,20.0,0.5712555000000066,[1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1.],400,0.4,512,400,0.4
149,32,20.0,0.5712555000000066,[1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1.],400,0.4,512,400,0.4
150,64,20.0,0.5712555000000066,[1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1.],400,0.4,512,400,0.4
151,128,20.0,0.5712555000000066,[1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1.],400,0.4,512,400,0.4
152,256,20.0,0.5712555000000066,[1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1.],400,0.4,512,400,0.4
153,512,20.0,0.5712555000000066,[1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1.],400,0.4,512,400,0.4
154,0,11.0,0.0006012000003465801,[0 1 0 0 0 1 0 0 0 1 0 0 0 0 1 0 1 1 1 0 1],400,0.6,512,400,0.6
155,1,17.0,0.18568709999999555,[0. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1.],400,0.6,512,400,0.6
156,2,17.0,0.3602504000000408,[0. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1.],400,0.6,512,400,0.6
157,4,18.0,0.7312973000007332,[1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 1. 0. 1. 0. 1. 0. 0. 1. 0. 1.],400,0.6,512,400,0.6
158,8,20.0,0.9080173000002105,[0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0.],400,0.6,512,400,0.6
159,16,20.0,0.9080173000002105,[0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0.],400,0.6,512,400,0.6
160,32,20.0,0.9080173000002105,[0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0.],400,0.6,512,400,0.6
161,64,20.0,0.9080173000002105,[0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0.],400,0.6,512,400,0.6
162,128,20.0,0.9080173000002105,[0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0.],400,0.6,512,400,0.6
163,256,20.0,0.9080173000002105,[0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0.],400,0.6,512,400,0.6
164,512,20.0,0.9080173000002105,[0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0.],400,0.6,512,400,0.6
165,0,11.0,0.0010138999996343045,[0 1 0 0 0 1 0 0 0 1 0 0 0 0 1 0 1 1 1 0 1],400,0.8,512,400,0.8
166,1,16.0,0.2162860999997065,[0. 0. 1. 1. 0. 0. 1. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0.],400,0.8,512,400,0.8
167,2,17.0,0.4021269000004395,[0. 1. 0. 1. 0. 1. 1. 0. 0. 1. 0. 1. 1. 0. 1. 0. 1. 0. 1. 0. 1.],400,0.8,512,400,0.8
168,4,17.0,0.7574183999995512,[0. 1. 0. 1. 0. 1. 1. 0. 0. 1. 0. 1. 1. 0. 1. 0. 1. 0. 1. 0. 1.],400,0.8,512,400,0.8
169,8,18.0,1.787404599999718,[0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1. 0. 1. 0.],400,0.8,512,400,0.8
170,16,19.0,3.3476477000003797,[0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 1. 0. 1. 0. 1. 0. 1. 0. 1.],400,0.8,512,400,0.8
171,32,19.0,6.410794600000372,[0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 1. 0. 1. 0. 1. 0. 1. 0. 1.],400,0.8,512,400,0.8
172,64,19.0,12.578665199999705,[0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 1. 0. 1. 0. 1. 0. 1. 0. 1.],400,0.8,512,400,0.8
173,128,19.0,21.75908040000013,[0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 1. 0. 1. 0. 1. 0. 1. 0. 1.],400,0.8,512,400,0.8
174,256,19.0,39.87482819999968,[0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 1. 0. 1. 0. 1. 0. 1. 0. 1.],400,0.8,512,400,0.8
175,512,19.0,75.70277780000015,[0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 1. 0. 1. 0. 1. 0. 1. 0. 1.],400,0.8,512,400,0.8
